3.445860756542293846e+00,3.716382172564394182e+00,3.644343862032108028e+00,3.584290474491115930e+00,3.508672446230291175e+00,3.313329324811280507e+00,3.457842391369398971e+00,3.240332085108633464e+00,3.164723892360433499e+00,3.207762856649726046e+00,3.053866607271656708e+00,3.044978048727577047e+00,3.035699892342659023e+00,2.710730046172511898e+00,2.993103964926921989e+00,2.954575997078156213e+00,2.625157911119002208e+00,2.705242284467708647e+00,2.596999680869374938e+00,2.794850798812493320e+00,2.705658291184504183e+00
3.390999122615375949e+00,3.795275162771603039e+00,3.398804501712038295e+00,3.556788186140097618e+00,3.468228663920899013e+00,3.423496306770732467e+00,3.336862081078148190e+00,3.460641746758529980e+00,3.325718402212755276e+00,3.389378230834639183e+00,3.269545705259366830e+00,2.923196538271994438e+00,3.235942779563294014e+00,2.972000081555309148e+00,2.921562239521745319e+00,2.991735103097471260e+00,3.494291106713390604e+00,2.969238606550996806e+00,2.775302709120548883e+00,3.286226667576989335e+00,2.589825817309349354e+00
3.467763405434566959e+00,3.614951583094464294e+00,3.401462298287400987e+00,3.297571354864649251e+00,3.423067088825951121e+00,3.482114556042797737e+00,3.379538367547096467e+00,3.563230725863607340e+00,3.479802866803163308e+00,3.180084849438521655e+00,3.247191663243735871e+00,3.293071168931899884e+00,3.348508354499283524e+00,3.233008331703311811e+00,3.161825855680866493e+00,3.095658175307682836e+00,3.131930356455876474e+00,3.015288176363290162e+00,2.978803338333848583e+00,3.271595168410009968e+00,2.824704002177158557e+00
3.699654041379282443e+00,3.719763986753072960e+00,3.725964533188666383e+00,3.796814904983010219e+00,3.772545402673594950e+00,3.688100444053378446e+00,3.625774456304084570e+00,3.873781514747773436e+00,3.551906498084812736e+00,3.499716844786317616e+00,3.589532624078017875e+00,3.598413680530373249e+00,3.534951562066284136e+00,3.403021425870355721e+00,3.648458647213845829e+00,3.208312209242383251e+00,3.492499480151183722e+00,3.467741453171600874e+00,3.396162702721880589e+00,3.180875593957646075e+00,3.227452707778495355e+00
3.571611331868952632e+00,3.893767318213096296e+00,3.870506631955875410e+00,3.833667263862345020e+00,3.745471299554459232e+00,3.923609562947999230e+00,3.970385936470908650e+00,3.902829548435757356e+00,4.125454505350813150e+00,3.606909452711192454e+00,3.813066809553462999e+00,3.897659912154252115e+00,3.764282674072795931e+00,3.616560630702358115e+00,3.907544676561298669e+00,3.793077093055032822e+00,3.745072288843652064e+00,3.348304867551707531e+00,3.292423889838999695e+00,3.370783299576037173e+00,3.389100193223662849e+00
3.879984768060842804e+00,3.974216304310890457e+00,3.936432036234533083e+00,3.892810622236978713e+00,3.881573334902370220e+00,4.009136302296667509e+00,3.783538042112120969e+00,3.781972509135639537e+00,3.867482045619931696e+00,3.858044617918577668e+00,3.677429161042271133e+00,3.962003595234839803e+00,3.782415175306085953e+00,3.712957926562594491e+00,3.938764699775877620e+00,3.731086331690087299e+00,3.980704381051957785e+00,3.721701642052873904e+00,3.553116417974068852e+00,3.610297749477238582e+00,3.444591009395749470e+00
3.931981252765245571e+00,4.059577027529886806e+00,3.895950552954175361e+00,3.738388442721339189e+00,4.000001389086616399e+00,3.834893954423125528e+00,4.137135757317602192e+00,3.946513482290056718e+00,3.973480315887659930e+00,3.974601664404511236e+00,3.842589362455025803e+00,3.893438550496461037e+00,3.794620705164152952e+00,3.679228286018210170e+00,3.828692248480118465e+00,3.754608985468737892e+00,3.930586120211712942e+00,3.680042419779673946e+00,3.920244870935627901e+00,3.756009872295173135e+00,3.839439267627859476e+00
3.895637981116706339e+00,4.028768033143867555e+00,3.926192224424894572e+00,3.845753832870952404e+00,3.932805757263927671e+00,3.763726946876588375e+00,3.799065190005823656e+00,3.897659599514302631e+00,3.949888823190846221e+00,3.969536792460129249e+00,3.851157781990903750e+00,4.041572644176339324e+00,3.927222110401844990e+00,3.936463191674431705e+00,3.966816262492163681e+00,4.024789637700333600e+00,3.982475084905821472e+00,3.839396277343179342e+00,3.811767544556719400e+00,3.929850904855257454e+00,3.808694364414212608e+00
3.869815625332011511e+00,3.816871944726281551e+00,3.913326940406144150e+00,4.016844112917385523e+00,4.036149693634292213e+00,3.848483283826910739e+00,4.100824724407343247e+00,3.846582583374392517e+00,3.883456214315263555e+00,3.901961110037102998e+00,3.923528569084632878e+00,3.923712466929734077e+00,4.050335760369731197e+00,4.075364953738526808e+00,3.815098883773960559e+00,3.891668628037865396e+00,3.910101163469473118e+00,3.934610874844297168e+00,4.032352894583017822e+00,3.809078467663510992e+00,3.782260000438142367e+00
4.028477297668747070e+00,3.915476003184624521e+00,3.967784936079898017e+00,4.049160338761434552e+00,4.013497778188354737e+00,3.771223463592069614e+00,3.939479130483286795e+00,3.889912532994554972e+00,3.990090351402281854e+00,4.001107339132449425e+00,4.054988562582535039e+00,3.964997988104514537e+00,3.794639021276867474e+00,4.008278995677826195e+00,4.017470026185801402e+00,3.989009089357798743e+00,3.985747084373822968e+00,3.999395437840633338e+00,3.879607170183968279e+00,3.803498163369543938e+00,3.876521571125629784e+00
4.151822658003014865e+00,3.789451297232980131e+00,4.065743081403530468e+00,3.957298468357430821e+00,3.885428357101258001e+00,3.933089704693785382e+00,3.912394689987347185e+00,3.935439031663965359e+00,3.920961175593001613e+00,4.048438800341120469e+00,3.990521470635593815e+00,3.921876460701361200e+00,3.970196498142686714e+00,4.045743875162234104e+00,4.027810825924191818e+00,4.075547278619324310e+00,3.877084602988205120e+00,4.003612590579312958e+00,3.946259405186310243e+00,4.099643717910773866e+00,3.874208613901000131e+00
