1.034966940034105853e+01,1.019580776478423090e+01,1.024181229742028520e+01,1.013287165434476123e+01,1.029582848316508503e+01,1.020441009657335485e+01,1.032149381117864628e+01,1.026815503179739153e+01,1.024612879220621231e+01,1.044132328299941115e+01,1.052071339979409892e+01,1.052189180260189261e+01,1.046195183090555325e+01,1.070776838143297205e+01,1.057831375020103515e+01,1.054790790733914285e+01,1.070244718843467524e+01,1.072915415915495174e+01,1.068667619867819063e+01,1.070299289175778412e+01,1.099620822268821563e+01
1.032567954581996439e+01,1.008830416274959418e+01,1.015526528630126712e+01,1.030173468372625223e+01,1.017227284585589864e+01,1.015839330443854038e+01,1.022089460064418454e+01,1.025495593537671368e+01,1.019920873070721079e+01,1.044080545691581996e+01,1.038048578709995873e+01,1.050141900165363928e+01,1.048496745858191659e+01,1.042446065688647394e+01,1.036872051534047401e+01,1.030389030839496733e+01,1.061846177197229935e+01,1.064689593369611131e+01,1.080840268257338543e+01,1.059243762723417071e+01,1.073652951745525641e+01
1.027911008738592891e+01,1.006792709475392300e+01,1.005923976938188957e+01,1.007448319612286447e+01,1.021071652700939403e+01,1.021849852613360099e+01,1.021684709308115124e+01,1.021487148265862999e+01,1.030017240910635756e+01,1.026110801630607128e+01,1.026693916640927995e+01,1.026702682793939125e+01,1.035206831485244194e+01,1.040699938807429525e+01,1.029881868982218585e+01,1.036688579786622100e+01,1.051976039944083219e+01,1.052297893608741575e+01,1.053111994836598164e+01,1.037890719326078326e+01,1.071789375678154954e+01
1.021086645119995495e+01,1.006643909172240825e+01,1.012513293897705147e+01,1.014818496330858544e+01,1.014271673009676356e+01,1.012147689700982589e+01,1.014512448362683372e+01,1.013103799851747411e+01,1.016545249414886420e+01,1.015577842888237114e+01,1.022712302596626266e+01,1.015217852907138507e+01,1.012904453604130062e+01,1.017058292689694987e+01,1.020952681033872445e+01,1.026531732755167781e+01,1.027820019222978587e+01,1.036607863885070202e+01,1.032003844265806336e+01,1.023738922406145058e+01,1.037724367451635032e+01
1.020448511844285200e+01,1.005574941585130411e+01,1.009144891544495692e+01,1.015308283646780119e+01,1.003720923083004379e+01,1.004976955998375665e+01,1.007988474553547142e+01,1.003058230704884224e+01,1.012449263198573846e+01,1.009972265894042742e+01,1.022118737277517830e+01,1.011393654663865327e+01,1.015939178716866920e+01,1.008551635896558629e+01,1.015361191773867588e+01,1.020574737830612122e+01,1.027478526747224663e+01,1.029694111093168729e+01,1.031023843488685543e+01,1.031888213991389236e+01,1.030088916453692427e+01
1.003999758551037225e+01,1.006654477964910654e+01,1.001634903601265769e+01,1.003938775074688294e+01,1.009486917438132103e+01,1.005473932627024070e+01,1.009786205005128856e+01,1.014408974998789859e+01,1.001757442125036590e+01,1.007491083419652433e+01,1.000189907612775464e+01,1.011168931373533475e+01,1.009631174550595389e+01,1.008771494582770600e+01,1.023226475390850787e+01,1.019705260962517102e+01,1.024835690657218734e+01,1.020326423441416352e+01,1.014186824209691906e+01,1.021012070689591411e+01,1.027375118932428855e+01
1.003617545336808980e+01,1.000452413169648658e+01,1.008090592977365674e+01,1.006616224359553513e+01,9.958651759384542501e+00,1.014842534694711951e+01,1.003823381485917210e+01,1.008307056725729645e+01,1.010894383565904064e+01,1.005095253588197579e+01,1.005211814844683360e+01,1.007759863672650802e+01,9.971152084853079245e+00,1.010962993600019644e+01,1.004548476178566574e+01,1.016776061465577108e+01,1.016924615457268999e+01,1.018771016594980949e+01,1.015577163011577078e+01,1.023250402939157411e+01,1.015051587064850125e+01
9.997158146058833239e+00,9.980620121229591746e+00,1.006162332461709852e+01,1.001701244729626161e+01,1.000509565627469044e+01,9.997378978489031454e+00,1.003412308406341502e+01,1.003355764271191397e+01,1.007027558304033654e+01,1.008818030334223614e+01,1.003573140057357271e+01,1.002830432001102601e+01,1.003364839319973179e+01,1.002477333579696328e+01,1.006386103773296625e+01,1.010629712550519699e+01,1.005677020548217726e+01,1.007171579504627346e+01,1.014982662075894915e+01,1.006398361293754462e+01,1.021125072227199837e+01
9.916971057661690736e+00,1.003175547988420924e+01,9.953221909091103825e+00,1.002898288703980079e+01,1.003385266674409593e+01,9.993506777361252702e+00,1.001613872158204543e+01,9.989284523996333931e+00,9.992846130668224802e+00,1.005431327256559904e+01,1.004328378026542801e+01,1.011830949348292741e+01,1.001598135276340962e+01,9.952954104933690260e+00,9.977473630332015730e+00,1.004254062235059841e+01,1.009114541032603185e+01,9.950903191554619553e+00,1.001149575393532665e+01,1.006992414066543162e+01,9.945138050083672354e+00
9.966346534699905391e+00,1.002465157245483418e+01,1.002250222783362510e+01,9.918465382559091381e+00,1.000081843926101399e+01,9.882802818110350884e+00,9.963902391617573073e+00,9.986259039442677121e+00,9.979407203257665060e+00,9.983655973706124342e+00,1.005012585332877428e+01,1.004329810310152737e+01,9.976426855773089741e+00,1.001334621452754625e+01,1.001866166827145221e+01,9.968318378022223314e+00,9.964310206956868754e+00,1.002905730236372861e+01,1.003500916466261117e+01,9.958586428601597262e+00,1.003253320009323879e+01
9.915638284128888813e+00,9.821665909720877607e+00,1.001398580710184660e+01,9.970432580174046322e+00,9.972223731331023799e+00,9.981176311472335527e+00,9.898369626573977342e+00,9.968747011383834788e+00,9.967532373292627312e+00,9.927279846788513495e+00,9.990578556576132030e+00,9.904712796815825726e+00,9.960799811384719149e+00,9.958616006283158129e+00,9.944560589444208176e+00,9.979337635302968579e+00,9.965427876032428856e+00,9.959821175662348480e+00,9.873740929518497467e+00,9.964893872773680883e+00,9.984502213208962473e+00
