6.310000000000009379e+01,6.310000000000009379e+01,6.310000000000009379e+01,6.310000000000009379e+01,6.310000000000009379e+01,6.310000000000009379e+01,6.310000000000009379e+01,6.310000000000009379e+01,6.310000000000009379e+01,6.310000000000009379e+01,6.310000000000009379e+01
6.310000000000009379e+01,6.362699999999997402e+01,6.370800000000001262e+01,6.381199999999999761e+01,6.383000000000003382e+01,6.390000000000001990e+01,6.388899999999999579e+01,6.392699999999996407e+01,6.392799999999998306e+01,6.399699999999999989e+01,6.401599999999999113e+01
6.310000000000009379e+01,6.506399999999999295e+01,6.531099999999996442e+01,6.542400000000002080e+01,6.551299999999999102e+01,6.563000000000002387e+01,6.574500000000000455e+01,6.572699999999998965e+01,6.563500000000003354e+01,6.574200000000000443e+01,6.587499999999998579e+01
6.310000000000009379e+01,6.636999999999997613e+01,6.686000000000002785e+01,6.720100000000000762e+01,6.733099999999998886e+01,6.760900000000003729e+01,6.761399999999999011e+01,6.766400000000002990e+01,6.797699999999997544e+01,6.781899999999998840e+01,6.795300000000001717e+01
6.310000000000009379e+01,6.820699999999996521e+01,6.857099999999998374e+01,6.910299999999999443e+01,6.924900000000003786e+01,6.956699999999999307e+01,6.961700000000001864e+01,6.969800000000003593e+01,6.976500000000001478e+01,7.001199999999998624e+01,7.020700000000003627e+01
6.310000000000009379e+01,7.009500000000001307e+01,7.105700000000003058e+01,7.120799999999999841e+01,7.147800000000000864e+01,7.132199999999997431e+01,7.177600000000001046e+01,7.192100000000000648e+01,7.221300000000000807e+01,7.225899999999997192e+01,7.240900000000002024e+01
6.310000000000009379e+01,7.194600000000004059e+01,7.344000000000001194e+01,7.336800000000002342e+01,7.353199999999999648e+01,7.427800000000000580e+01,7.424799999999996203e+01,7.449399999999997135e+01,7.473300000000001830e+01,7.475499999999999545e+01,7.490899999999999181e+01
6.310000000000009379e+01,7.364999999999997726e+01,7.477400000000000091e+01,7.550400000000000489e+01,7.620400000000000773e+01,7.681099999999999284e+01,7.722300000000001319e+01,7.675599999999997181e+01,7.704000000000000625e+01,7.759300000000001774e+01,7.755000000000001137e+01
6.310000000000009379e+01,7.578999999999997783e+01,7.767499999999999716e+01,7.849200000000001864e+01,7.895999999999999375e+01,7.903300000000001546e+01,7.950400000000003331e+01,7.999799999999997624e+01,8.054900000000002080e+01,7.992800000000002569e+01,8.046300000000003649e+01
6.310000000000009379e+01,7.862499999999998579e+01,7.907500000000001705e+01,8.069499999999997897e+01,8.105999999999997385e+01,8.253899999999995885e+01,8.348999999999999488e+01,8.303999999999997783e+01,8.303800000000001091e+01,8.428900000000000148e+01,8.417200000000001125e+01
6.310000000000009379e+01,8.122399999999997533e+01,8.248600000000001842e+01,8.394600000000002638e+01,8.504000000000000625e+01,8.584499999999999886e+01,8.614100000000003376e+01,8.622500000000003695e+01,8.662000000000001876e+01,8.761899999999997135e+01,8.707799999999998875e+01
6.310000000000009379e+01,8.409700000000000841e+01,8.612000000000000455e+01,8.671200000000003172e+01,8.749599999999998090e+01,8.952399999999997249e+01,8.922499999999998010e+01,8.978100000000000591e+01,9.154599999999996385e+01,9.164200000000001012e+01,9.146499999999997499e+01
6.310000000000009379e+01,8.637999999999998124e+01,8.835600000000000875e+01,9.185499999999997556e+01,9.264700000000004820e+01,9.297600000000002751e+01,9.296899999999999409e+01,9.482899999999997931e+01,9.519700000000000273e+01,9.495699999999999363e+01,9.475400000000001910e+01
6.310000000000009379e+01,8.807900000000000773e+01,9.168099999999998317e+01,9.547600000000002751e+01,9.597399999999998954e+01,9.693800000000003081e+01,9.704199999999995896e+01,9.856999999999999318e+01,9.934500000000001307e+01,1.009400000000000119e+02,1.016260000000000190e+02
6.310000000000009379e+01,9.147499999999999432e+01,9.517700000000000671e+01,9.859299999999997510e+01,1.005260000000000389e+02,1.020870000000000033e+02,1.022729999999999535e+02,1.028590000000000373e+02,1.044569999999999936e+02,1.045209999999999440e+02,1.052020000000000124e+02
6.310000000000009379e+01,9.670799999999996999e+01,1.003180000000000405e+02,1.036869999999999834e+02,1.055440000000000111e+02,1.064960000000000235e+02,1.085529999999999688e+02,1.106260000000000048e+02,1.097490000000000379e+02,1.132279999999999802e+02,1.098790000000000333e+02
6.310000000000009379e+01,1.030550000000000068e+02,1.014519999999999840e+02,1.085859999999999275e+02,1.125429999999999779e+02,1.101570000000000249e+02,1.136379999999999768e+02,1.160370000000000488e+02,1.142860000000000156e+02,1.158229999999999507e+02,1.178720000000000425e+02
6.310000000000009379e+01,1.030060000000000286e+02,1.114339999999999549e+02,1.122460000000000093e+02,1.171769999999999925e+02,1.209479999999999791e+02,1.244150000000000347e+02,1.222789999999999964e+02,1.222719999999999914e+02,1.240600000000000165e+02,1.263449999999999847e+02
6.310000000000009379e+01,1.055570000000000590e+02,1.186409999999999911e+02,1.223570000000000135e+02,1.265969999999999942e+02,1.230399999999999778e+02,1.260930000000000319e+02,1.258830000000000098e+02,1.315940000000000225e+02,1.388599999999999852e+02,1.347969999999999970e+02
6.310000000000009379e+01,1.091880000000000450e+02,1.250459999999999923e+02,1.313340000000000032e+02,1.297249999999999659e+02,1.350629999999999882e+02,1.388120000000000687e+02,1.410209999999999582e+02,1.420389999999999873e+02,1.398420000000000130e+02,1.485980000000000132e+02
6.310000000000009379e+01,1.272999999999999972e+02,1.290479999999999734e+02,1.451550000000000011e+02,1.385499999999999829e+02,1.430790000000000646e+02,1.468120000000000402e+02,1.475930000000000746e+02,1.618020000000000209e+02,1.563729999999999336e+02,1.555839999999999463e+02
