region,year,group,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop
L. America & Carib.,1998,4,963,2494,3387.917,5501.92,25.07914
L. America & Carib.,1998,5,1252,2494,3387.917,5501.92,25.07914
L. America & Carib.,1998,6,1576,2494,3387.917,5501.92,25.07914
L. America & Carib.,1998,7,2022,2494,3387.917,5501.92,25.07914
L. America & Carib.,1998,8,2683,2494,3387.917,5501.92,25.07914
L. America & Carib.,1998,9,4012,2494,3387.917,5501.92,25.07914
L. America & Carib.,1998,10,11032,2494,3387.917,5501.92,25.07914
L. America & Carib.,2003,1,324,2697,3567.746,5831.292,26.91634
L. America & Carib.,2003,2,583,2697,3567.746,5831.292,26.91634
L. America & Carib.,2003,3,798,2697,3567.746,5831.292,26.91634
L. America & Carib.,2003,4,1049,2697,3567.746,5831.292,26.91634
L. America & Carib.,2003,5,1343,2697,3567.746,5831.292,26.91634
L. America & Carib.,2003,6,1699,2697,3567.746,5831.292,26.91634
L. America & Carib.,2003,7,2171,2697,3567.746,5831.292,26.91634
L. America & Carib.,2003,8,2880,2697,3567.746,5831.292,26.91634
L. America & Carib.,2003,9,4213,2697,3567.746,5831.292,26.91634
L. America & Carib.,2003,10,11909,2697,3567.746,5831.292,26.91634
L. America & Carib.,2008,1,403,3006,4610.203,7967.33,28.46334
L. America & Carib.,2008,2,736,3006,4610.203,7967.33,28.46334
L. America & Carib.,2008,3,1058,3006,4610.203,7967.33,28.46334
L. America & Carib.,2008,4,1392,3006,4610.203,7967.33,28.46334
L. America & Carib.,2008,5,1764,3006,4610.203,7967.33,28.46334
L. America & Carib.,2008,6,2233,3006,4610.203,7967.33,28.46334
L. America & Carib.,2008,7,2819,3006,4610.203,7967.33,28.46334
L. America & Carib.,2008,8,3604,3006,4610.203,7967.33,28.46334
L. America & Carib.,2008,9,4971,3006,4610.203,7967.33,28.46334
L. America & Carib.,2008,10,11075,3006,4610.203,7967.33,28.46334
Other Asia,1988,1,255,900,1460.717,2453.37,58.57207
Other Asia,1988,2,331,900,1460.717,2453.37,58.57207
Other Asia,1988,3,410,900,1460.717,2453.37,58.57207
Other Asia,1988,4,497,900,1460.717,2453.37,58.57207
Other Asia,1988,5,592,900,1460.717,2453.37,58.57207
Other Asia,1988,6,706,900,1460.717,2453.37,58.57207
Other Asia,1988,7,852,900,1460.717,2453.37,58.57207
Other Asia,1988,8,1056,900,1460.717,2453.37,58.57207
Other Asia,1988,9,1414,900,1460.717,2453.37,58.57207
Other Asia,1988,10,2884,900,1460.717,2453.37,58.57207
Other Asia,1994,1,256,1001,1578.072,2469.867,66.17387
Other Asia,1994,2,339,1001,1578.072,2469.867,66.17387
Other Asia,1994,3,427,1001,1578.072,2469.867,66.17387
Other Asia,1994,4,525,1001,1578.072,2469.867,66.17387
Other Asia,1994,5,633,1001,1578.072,2469.867,66.17387
Other Asia,1994,6,765,1001,1578.072,2469.867,66.17387
Other Asia,1994,7,934,1001,1578.072,2469.867,66.17387
Other Asia,1994,8,1174,1001,1578.072,2469.867,66.17387
Other Asia,1994,9,1597,1001,1578.072,2469.867,66.17387
Other Asia,1994,10,3364,1001,1578.072,2469.867,66.17387
Other Asia,1997,1,287,1259,1682.142,2690.717,74.04084
Other Asia,1997,2,388,1259,1682.142,2690.717,74.04084
Other Asia,1997,3,493,1259,1682.142,2690.717,74.04084
Other Asia,1997,4,612,1259,1682.142,2690.717,74.04084
Other Asia,1997,5,749,1259,1682.142,2690.717,74.04084
Other Asia,1997,6,912,1259,1682.142,2690.717,74.04084
Other Asia,1997,7,1125,1259,1682.142,2690.717,74.04084
Other Asia,1997,8,1433,1259,1682.142,2690.717,74.04084
Other Asia,1997,9,1980,1259,1682.142,2690.717,74.04084
Other Asia,1997,10,4606,1259,1682.142,2690.717,74.04084
Other Asia,2003,1,281,1218,1934.295,2836.794,82.29399
Other Asia,2003,2,381,1218,1934.295,2836.794,82.29399
Other Asia,2003,3,490,1218,1934.295,2836.794,82.29399
Other Asia,2003,4,610,1218,1934.295,2836.794,82.29399
Other Asia,2003,5,749,1218,1934.295,2836.794,82.29399
Other Asia,2003,6,917,1218,1934.295,2836.794,82.29399
Other Asia,2003,7,1134,1218,1934.295,2836.794,82.29399
Other Asia,2003,8,1445,1218,1934.295,2836.794,82.29399
Other Asia,2003,9,1996,1218,1934.295,2836.794,82.29399
Other Asia,2003,10,4177,1218,1934.295,2836.794,82.29399
Other Asia,2009,1,322,1244,2221.117,3364.21,90.17314
Other Asia,2009,2,422,1244,2221.117,3364.21,90.17314
Other Asia,2009,3,527,1244,2221.117,3364.21,90.17314
Other Asia,2009,4,644,1244,2221.117,3364.21,90.17314
Other Asia,2009,5,781,1244,2221.117,3364.21,90.17314
Other Asia,2009,6,944,1244,2221.117,3364.21,90.17314
Other Asia,2009,7,1155,1244,2221.117,3364.21,90.17314
Other Asia,2009,8,1461,1244,2221.117,3364.21,90.17314
Other Asia,2009,9,1999,1244,2221.117,3364.21,90.17314
Other Asia,2009,10,4182,1244,2221.117,3364.21,90.17314
Other Asia,1996,1,197,1039,881.5393,2359.963,5.104153
Other Asia,1996,2,272,1039,881.5393,2359.963,5.104153
Other Asia,1996,3,355,1039,881.5393,2359.963,5.104153
Other Asia,1996,4,449,1039,881.5393,2359.963,5.104153
Other Asia,1996,5,559,1039,881.5393,2359.963,5.104153
Other Asia,1996,6,694,1039,881.5393,2359.963,5.104153
Other Asia,1996,7,874,1039,881.5393,2359.963,5.104153
Other Asia,1996,8,1134,1039,881.5393,2359.963,5.104153
Other Asia,1996,9,1609,1039,881.5393,2359.963,5.104153
Other Asia,1996,10,4244,1039,881.5393,2359.963,5.104153
Mature economies,1987,1,1684,4096,4870.333,9440.675,37.82449
Mature economies,1987,2,2278,4096,4870.333,9440.675,37.82449
Mature economies,1987,3,2732,4096,4870.333,9440.675,37.82449
Mature economies,1987,4,3126,4096,4870.333,9440.675,37.82449
Mature economies,1987,5,3502,4096,4870.333,9440.675,37.82449
Mature economies,1987,6,3896,4096,4870.333,9440.675,37.82449
Mature economies,1987,7,4338,4096,4870.333,9440.675,37.82449
Mature economies,1987,8,4916,4096,4870.333,9440.675,37.82449
Mature economies,1987,9,5825,4096,4870.333,9440.675,37.82449
Mature economies,1987,10,8668,4096,4870.333,9440.675,37.82449
Mature economies,1992,1,470,2373,4342.563,7748.002,38.46141
Mature economies,1992,2,1080,2373,4342.563,7748.002,38.46141
Mature economies,1992,3,1405,2373,4342.563,7748.002,38.46141
Mature economies,1992,4,1689,2373,4342.563,7748.002,38.46141
Mature economies,1992,5,1972,2373,4342.563,7748.002,38.46141
Mature economies,1992,6,2268,2373,4342.563,7748.002,38.46141
Mature economies,1992,7,2598,2373,4342.563,7748.002,38.46141
Mature economies,1992,8,3009,2373,4342.563,7748.002,38.46141
Mature economies,1992,9,3604,2373,4342.563,7748.002,38.46141
Mature economies,1992,10,5633,2373,4342.563,7748.002,38.46141
Mature economies,1999,1,839,3893,6354.637,11212.92,38.66348
Mature economies,1999,2,1779,3893,6354.637,11212.92,38.66348
Mature economies,1999,3,2261,3893,6354.637,11212.92,38.66348
Mature economies,1999,4,2700,3893,6354.637,11212.92,38.66348
Mature economies,1999,5,3130,3893,6354.637,11212.92,38.66348
Mature economies,1999,6,3595,3893,6354.637,11212.92,38.66348
Mature economies,1999,7,4137,3893,6354.637,11212.92,38.66348
Mature economies,1999,8,4817,3893,6354.637,11212.92,38.66348
Mature economies,1999,9,5857,3893,6354.637,11212.92,38.66348
Mature economies,1999,10,9817,3893,6354.637,11212.92,38.66348
Mature economies,2004,1,675,4077,7498.92,13297.14,38.20457
Mature economies,2004,2,1664,4077,7498.92,13297.14,38.20457
Mature economies,2004,3,2152,4077,7498.92,13297.14,38.20457
Mature economies,2004,4,2625,4077,7498.92,13297.14,38.20457
Mature economies,2004,5,3122,4077,7498.92,13297.14,38.20457
Mature economies,2004,6,3651,4077,7498.92,13297.14,38.20457
Mature economies,2004,7,4272,4077,7498.92,13297.14,38.20457
Mature economies,2004,8,5102,4077,7498.92,13297.14,38.20457
Mature economies,2004,9,6381,4077,7498.92,13297.14,38.20457
Mature economies,2004,10,11121,4077,7498.92,13297.14,38.20457
Mature economies,2008,1,1340,4615,8927.538,16454.81,38.12576
Mature economies,2008,2,2082,4615,8927.538,16454.81,38.12576
Mature economies,2008,3,2643,4615,8927.538,16454.81,38.12576
Mature economies,2008,4,3136,4615,8927.538,16454.81,38.12576
Mature economies,2008,5,3615,4615,8927.538,16454.81,38.12576
Mature economies,2008,6,4163,4615,8927.538,16454.81,38.12576
Mature economies,2008,7,4796,4615,8927.538,16454.81,38.12576
Mature economies,2008,8,5634,4615,8927.538,16454.81,38.12576
Mature economies,2008,9,6941,4615,8927.538,16454.81,38.12576
Mature economies,2008,10,11799,4615,8927.538,16454.81,38.12576
Mature economies,1989,1,1722,5491,8602.401,15528.71,10.01961
Mature economies,1989,2,2569,5491,8602.401,15528.71,10.01961
Mature economies,1989,3,3117,5491,8602.401,15528.71,10.01961
Mature economies,1989,4,3667,5491,8602.401,15528.71,10.01961
Mature economies,1989,5,4247,5491,8602.401,15528.71,10.01961
Mature economies,1989,6,4884,5491,8602.401,15528.71,10.01961
Mature economies,1989,7,5637,5491,8602.401,15528.71,10.01961
Mature economies,1989,8,6622,5491,8602.401,15528.71,10.01961
Mature economies,1989,9,8364,5491,8602.401,15528.71,10.01961
Mature economies,1989,10,14080,5491,8602.401,15528.71,10.01961
Mature economies,1994,1,2223,7672,10211.51,16845.37,9.982591
Mature economies,1994,2,3364,7672,10211.51,16845.37,9.982591
Mature economies,1994,3,4136,7672,10211.51,16845.37,9.982591
Mature economies,1994,4,4869,7672,10211.51,16845.37,9.982591
Mature economies,1994,5,5641,7672,10211.51,16845.37,9.982591
Mature economies,1994,6,6518,7672,10211.51,16845.37,9.982591
Mature economies,1994,7,7558,7672,10211.51,16845.37,9.982591
Mature economies,1994,8,9057,7672,10211.51,16845.37,9.982591
Mature economies,1994,9,11772,7672,10211.51,16845.37,9.982591
Mature economies,1994,10,21586,7672,10211.51,16845.37,9.982591
Mature economies,1998,1,1422,6434,11403.72,19747.48,10.12929
Mature economies,1998,2,2572,6434,11403.72,19747.48,10.12929
Mature economies,1998,3,3303,6434,11403.72,19747.48,10.12929
Mature economies,1998,4,3943,6434,11403.72,19747.48,10.12929
Mature economies,1998,5,4704,6434,11403.72,19747.48,10.12929
Mature economies,1998,6,5480,6434,11403.72,19747.48,10.12929
Mature economies,1998,7,6282,6434,11403.72,19747.48,10.12929
Mature economies,1998,8,7689,6434,11403.72,19747.48,10.12929
Mature economies,1998,9,10192,6434,11403.72,19747.48,10.12929
Mature economies,1998,10,18751,6434,11403.72,19747.48,10.12929
Mature economies,2005,1,2066,8296,12812.65,21368.96,10.44108
Mature economies,2005,2,3463,8296,12812.65,21368.96,10.44108
Mature economies,2005,3,4220,8296,12812.65,21368.96,10.44108
Mature economies,2005,4,4974,8296,12812.65,21368.96,10.44108
Mature economies,2005,5,5804,8296,12812.65,21368.96,10.44108
Mature economies,2005,6,6588,8296,12812.65,21368.96,10.44108
Mature economies,2005,7,7734,8296,12812.65,21368.96,10.44108
Mature economies,2005,8,9487,8296,12812.65,21368.96,10.44108
Mature economies,2005,9,12782,8296,12812.65,21368.96,10.44108
Mature economies,2005,10,25843,8296,12812.65,21368.96,10.44108
Mature economies,2008,1,2182,8151,13458.68,22036.85,10.62241
Mature economies,2008,2,3427,8151,13458.68,22036.85,10.62241
Mature economies,2008,3,4378,8151,13458.68,22036.85,10.62241
Mature economies,2008,4,5227,8151,13458.68,22036.85,10.62241
Mature economies,2008,5,5986,8151,13458.68,22036.85,10.62241
Mature economies,2008,6,6931,8151,13458.68,22036.85,10.62241
Mature economies,2008,7,8066,8151,13458.68,22036.85,10.62241
Mature economies,2008,8,9706,8151,13458.68,22036.85,10.62241
Mature economies,2008,9,12511,8151,13458.68,22036.85,10.62241
Mature economies,2008,10,23095,8151,13458.68,22036.85,10.62241
L. America & Carib.,1990,1,764,3456,2934.753,4004.968,4.023628
L. America & Carib.,1990,2,1230,3456,2934.753,4004.968,4.023628
L. America & Carib.,1990,3,1635,3456,2934.753,4004.968,4.023628
L. America & Carib.,1990,4,1963,3456,2934.753,4004.968,4.023628
L. America & Carib.,1990,5,2257,3456,2934.753,4004.968,4.023628
L. America & Carib.,1990,6,2848,3456,2934.753,4004.968,4.023628
L. America & Carib.,1990,7,3280,3456,2934.753,4004.968,4.023628
L. America & Carib.,1990,8,4306,3456,2934.753,4004.968,4.023628
L. America & Carib.,1990,9,5675,3456,2934.753,4004.968,4.023628
L. America & Carib.,1990,10,10604,3456,2934.753,4004.968,4.023628
L. America & Carib.,1995,1,246,3412,3105.931,4269.358,4.575121
L. America & Carib.,1995,2,563,3412,3105.931,4269.358,4.575121
L. America & Carib.,1995,3,880,3412,3105.931,4269.358,4.575121
L. America & Carib.,1995,4,1221,3412,3105.931,4269.358,4.575121
L. America & Carib.,1995,5,1617,3412,3105.931,4269.358,4.575121
L. America & Carib.,1995,6,2119,3412,3105.931,4269.358,4.575121
L. America & Carib.,1995,7,2770,3412,3105.931,4269.358,4.575121
L. America & Carib.,1995,8,3637,3412,3105.931,4269.358,4.575121
L. America & Carib.,1995,9,5343,3412,3105.931,4269.358,4.575121
L. America & Carib.,1995,10,15722,3412,3105.931,4269.358,4.575121
L. America & Carib.,1999,1,185,3087,3024.191,4008.263,5.12405
L. America & Carib.,1999,2,497,3087,3024.191,4008.263,5.12405
L. America & Carib.,1999,3,834,3087,3024.191,4008.263,5.12405
L. America & Carib.,1999,4,1167,3087,3024.191,4008.263,5.12405
L. America & Carib.,1999,5,1528,3087,3024.191,4008.263,5.12405
L. America & Carib.,1999,6,2010,3087,3024.191,4008.263,5.12405
L. America & Carib.,1999,7,2584,3087,3024.191,4008.263,5.12405
L. America & Carib.,1999,8,3455,3087,3024.191,4008.263,5.12405
L. America & Carib.,1999,9,5307,3087,3024.191,4008.263,5.12405
L. America & Carib.,1999,10,13306,3087,3024.191,4008.263,5.12405
L. America & Carib.,2003,1,258,2894,2598.764,3784.269,5.675754
L. America & Carib.,2003,2,564,2894,2598.764,3784.269,5.675754
L. America & Carib.,2003,3,836,2894,2598.764,3784.269,5.675754
L. America & Carib.,2003,4,1106,2894,2598.764,3784.269,5.675754
L. America & Carib.,2003,5,1407,2894,2598.764,3784.269,5.675754
L. America & Carib.,2003,6,1771,2894,2598.764,3784.269,5.675754
L. America & Carib.,2003,7,2275,2894,2598.764,3784.269,5.675754
L. America & Carib.,2003,8,3091,2894,2598.764,3784.269,5.675754
L. America & Carib.,2003,9,4503,2894,2598.764,3784.269,5.675754
L. America & Carib.,2003,10,13131,2894,2598.764,3784.269,5.675754
L. America & Carib.,2008,1,402,3213,3063.722,4353.127,6.230242
L. America & Carib.,2008,2,771,3213,3063.722,4353.127,6.230242
L. America & Carib.,2008,3,1095,3213,3063.722,4353.127,6.230242
L. America & Carib.,2008,4,1401,3213,3063.722,4353.127,6.230242
L. America & Carib.,2008,5,1751,3213,3063.722,4353.127,6.230242
L. America & Carib.,2008,6,2191,3213,3063.722,4353.127,6.230242
L. America & Carib.,2008,7,2772,3213,3063.722,4353.127,6.230242
L. America & Carib.,2008,8,3582,3213,3063.722,4353.127,6.230242
L. America & Carib.,2008,9,5050,3213,3063.722,4353.127,6.230242
L. America & Carib.,2008,10,13110,3213,3063.722,4353.127,6.230242
Mature economies,1994,1,440,1190,3348.386,6717.023,22.76328
Mature economies,1994,2,613,1190,3348.386,6717.023,22.76328
Mature economies,1994,3,750,1190,3348.386,6717.023,22.76328
Mature economies,1994,4,870,1190,3348.386,6717.023,22.76328
Mature economies,1994,5,988,1190,3348.386,6717.023,22.76328
Mature economies,1994,6,1111,1190,3348.386,6717.023,22.76328
Mature economies,1994,7,1254,1190,3348.386,6717.023,22.76328
Mature economies,1994,8,1437,1190,3348.386,6717.023,22.76328
Mature economies,1994,9,1735,1190,3348.386,6717.023,22.76328
Mature economies,1994,10,2701,1190,3348.386,6717.023,22.76328
Mature economies,1998,1,675,2225,3995.684,6759.25,22.50734
Mature economies,1998,2,1105,2225,3995.684,6759.25,22.50734
Mature economies,1998,3,1356,2225,3995.684,6759.25,22.50734
Mature economies,1998,4,1573,2225,3995.684,6759.25,22.50734
Mature economies,1998,5,1786,2225,3995.684,6759.25,22.50734
Mature economies,1998,6,2017,2225,3995.684,6759.25,22.50734
Mature economies,1998,7,2293,2225,3995.684,6759.25,22.50734
Mature economies,1998,8,2657,2225,3995.684,6759.25,22.50734
Mature economies,1998,9,3274,2225,3995.684,6759.25,22.50734
Mature economies,1998,10,5518,2225,3995.684,6759.25,22.50734
Mature economies,2008,1,482,2558,7148.768,11781.86,21.51362
Mature economies,2008,2,941,2558,7148.768,11781.86,21.51362
Mature economies,2008,3,1259,2558,7148.768,11781.86,21.51362
Mature economies,2008,4,1617,2558,7148.768,11781.86,21.51362
Mature economies,2008,5,1962,2558,7148.768,11781.86,21.51362
Mature economies,2008,6,2318,2558,7148.768,11781.86,21.51362
Mature economies,2008,7,2745,2558,7148.768,11781.86,21.51362
Mature economies,2008,8,3267,2558,7148.768,11781.86,21.51362
Mature economies,2008,9,4072,2558,7148.768,11781.86,21.51362
Mature economies,2008,10,6915,2558,7148.768,11781.86,21.51362
"Russia, C. Asia, SE Europe",1993,1,550,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1993,2,1027,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1993,3,1396,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1993,4,1761,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1993,5,2173,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1993,6,2646,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1993,7,3247,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1993,8,4071,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1993,9,5488,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1993,10,13796,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1999,1,559,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",1999,2,844,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",1999,3,1110,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",1999,4,1374,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",1999,5,1647,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",1999,6,1951,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",1999,7,2321,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",1999,8,2815,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",1999,9,3634,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",1999,10,6303,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",2003,1,834,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2003,2,1196,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2003,3,1530,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2003,4,1864,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2003,5,2220,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2003,6,2612,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2003,7,3090,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2003,8,3737,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2003,9,4823,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2003,10,8753,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2008,1,1448,5656,8026.771,14767.3,141.95
"Russia, C. Asia, SE Europe",2008,2,1968,5656,8026.771,14767.3,141.95
"Russia, C. Asia, SE Europe",2008,3,2505,5656,8026.771,14767.3,141.95
"Russia, C. Asia, SE Europe",2008,4,3060,5656,8026.771,14767.3,141.95
"Russia, C. Asia, SE Europe",2008,5,3676,5656,8026.771,14767.3,141.95
"Russia, C. Asia, SE Europe",2008,6,4389,5656,8026.771,14767.3,141.95
"Russia, C. Asia, SE Europe",2008,7,5288,5656,8026.771,14767.3,141.95
"Russia, C. Asia, SE Europe",2008,8,6549,5656,8026.771,14767.3,141.95
"Russia, C. Asia, SE Europe",2008,9,8727,5656,8026.771,14767.3,141.95
"Russia, C. Asia, SE Europe",2008,10,18947,5656,8026.771,14767.3,141.95
Sub-Saharan Africa,2000,1,87,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2000,2,134,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2000,3,171,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2000,4,209,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2000,5,251,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2000,6,302,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2000,7,368,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2000,8,464,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2000,9,637,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2000,10,2013,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2005,1,92,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2005,2,142,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2005,3,180,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2005,4,220,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2005,5,264,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2005,6,319,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2005,7,390,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2005,8,494,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2005,9,683,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2005,10,2291,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2010,1,128,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2010,2,182,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2010,3,226,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2010,4,273,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2010,5,326,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2010,6,391,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2010,7,475,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2010,8,597,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2010,9,820,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2010,10,2601,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2009,1,268,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,2009,2,398,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,2009,3,514,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,2009,4,627,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,2009,5,740,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,2009,6,865,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,2009,7,1014,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,2009,8,1211,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,2009,9,1536,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,2009,10,2616,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,1994,1,157,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,1994,2,231,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,1994,3,284,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,1994,4,338,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,1994,5,398,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,1994,6,467,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,1994,7,552,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,1994,8,671,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,1994,9,874,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,1994,10,2037,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,2005,1,204,802,1073.082,1677.001,10.29796
Sub-Saharan Africa,2005,2,295,802,1073.082,1677.001,10.29796
Sub-Saharan Africa,2005,3,382,802,1073.082,1677.001,10.29796
Sub-Saharan Africa,2005,4,469,802,1073.082,1677.001,10.29796
Sub-Saharan Africa,2005,5,562,802,1073.082,1677.001,10.29796
Sub-Saharan Africa,2005,6,667,802,1073.082,1677.001,10.29796
Sub-Saharan Africa,2005,7,794,802,1073.082,1677.001,10.29796
Sub-Saharan Africa,2005,8,968,802,1073.082,1677.001,10.29796
Sub-Saharan Africa,2005,9,1263,802,1073.082,1677.001,10.29796
Sub-Saharan Africa,2005,10,2418,802,1073.082,1677.001,10.29796
Mature economies,1993,1,1706,7885,9311.715,29482.72,3.3135
Mature economies,1993,2,2691,7885,9311.715,29482.72,3.3135
Mature economies,1993,3,3459,7885,9311.715,29482.72,3.3135
Mature economies,1993,4,4247,7885,9311.715,29482.72,3.3135
Mature economies,1993,5,5072,7885,9311.715,29482.72,3.3135
Mature economies,1993,6,6178,7885,9311.715,29482.72,3.3135
Mature economies,1993,7,7490,7885,9311.715,29482.72,3.3135
Mature economies,1993,8,9375,7885,9311.715,29482.72,3.3135
Mature economies,1993,9,12694,7885,9311.715,29482.72,3.3135
Mature economies,1993,10,25940,7885,9311.715,29482.72,3.3135
Mature economies,1998,1,1972,10631,9374.898,33712.47,3.9272
Mature economies,1998,2,3389,10631,9374.898,33712.47,3.9272
Mature economies,1998,3,4406,10631,9374.898,33712.47,3.9272
Mature economies,1998,4,5609,10631,9374.898,33712.47,3.9272
Mature economies,1998,5,6949,10631,9374.898,33712.47,3.9272
Mature economies,1998,6,8520,10631,9374.898,33712.47,3.9272
Mature economies,1998,7,10398,10631,9374.898,33712.47,3.9272
Mature economies,1998,8,13010,10631,9374.898,33712.47,3.9272
Mature economies,1998,9,17228,10631,9374.898,33712.47,3.9272
Mature economies,1998,10,34831,10631,9374.898,33712.47,3.9272
Mature economies,2003,1,1630,12162,12626.61,40134.38,4.1148
Mature economies,2003,2,3062,12162,12626.61,40134.38,4.1148
Mature economies,2003,3,4623,12162,12626.61,40134.38,4.1148
Mature economies,2003,4,5982,12162,12626.61,40134.38,4.1148
Mature economies,2003,5,7504,12162,12626.61,40134.38,4.1148
Mature economies,2003,6,9264,12162,12626.61,40134.38,4.1148
Mature economies,2003,7,11484,12162,12626.61,40134.38,4.1148
Mature economies,2003,8,14771,12162,12626.61,40134.38,4.1148
Mature economies,2003,9,20794,12162,12626.61,40134.38,4.1148
Mature economies,2003,10,42504,12162,12626.61,40134.38,4.1148
Mature economies,2008,1,2711,15891,13665.59,48159.69,4.8394
Mature economies,2008,2,4425,15891,13665.59,48159.69,4.8394
Mature economies,2008,3,6251,15891,13665.59,48159.69,4.8394
Mature economies,2008,4,7826,15891,13665.59,48159.69,4.8394
Mature economies,2008,5,9973,15891,13665.59,48159.69,4.8394
Mature economies,2008,6,12123,15891,13665.59,48159.69,4.8394
Mature economies,2008,7,16076,15891,13665.59,48159.69,4.8394
Mature economies,2008,8,23079,15891,13665.59,48159.69,4.8394
Mature economies,2008,9,29556,15891,13665.59,48159.69,4.8394
Mature economies,2008,10,46890,15891,13665.59,48159.69,4.8394
Sub-Saharan Africa,2003,1,162,614,750.1048,611.7283,4.73002
Sub-Saharan Africa,2003,2,213,614,750.1048,611.7283,4.73002
Sub-Saharan Africa,2003,3,267,614,750.1048,611.7283,4.73002
