6.250110701107018230e+01,6.250121813239138646e+01,6.250138016078842895e+01,6.250154903216515123e+01,6.250179947517167278e+01,6.250194872632827270e+01,6.250227958799534633e+01,6.250260457314010409e+01,6.250296867724826200e+01,6.250326743526996154e+01,6.250376811594198756e+01
6.250110701107018230e+01,6.249709223745285414e+01,6.249391257886939144e+01,6.249097622559156662e+01,6.248353370462481848e+01,6.247362085376324359e+01,6.247263577992249139e+01,6.246130815343926201e+01,6.245613975945870777e+01,6.243957044672434620e+01,6.242207784200384424e+01
6.250110701107018230e+01,6.253509328250418520e+01,6.257895602267942081e+01,6.261628820965009368e+01,6.266007847453364121e+01,6.270912647119968852e+01,6.278596516917806269e+01,6.283086399073477679e+01,6.291502025367881856e+01,6.299554190726935587e+01,6.310382709312749228e+01
6.250110701107018230e+01,6.261124549089961988e+01,6.271697458110001833e+01,6.282355119172959235e+01,6.297993226264347300e+01,6.308554638486919686e+01,6.323453055235913212e+01,6.340577760614886671e+01,6.355789428032362309e+01,6.370417311220274570e+01,6.389760060932286478e+01
6.250110701107018230e+01,6.272091474490618879e+01,6.293408131407669259e+01,6.314576403107393787e+01,6.337003719171112692e+01,6.357033765252228363e+01,6.381381528405954384e+01,6.406391856940000196e+01,6.428474927026041996e+01,6.450140666311928328e+01,6.478908061355078019e+01
6.250110701107018230e+01,6.286328574276827652e+01,6.320321812861187993e+01,6.357189802446887228e+01,6.386322866434002776e+01,6.421152844984553099e+01,6.450057651390636693e+01,6.484487673056392509e+01,6.514338493033932309e+01,6.549149929455813890e+01,6.576194127739637452e+01
6.250110701107018230e+01,6.304199694506390017e+01,6.354322712014573682e+01,6.400869761505697397e+01,6.444018960510433658e+01,6.488349412633769475e+01,6.533182569409824225e+01,6.569668021511348854e+01,6.617369686294593123e+01,6.648791325122097362e+01,6.686126884966549255e+01
6.250110701107018230e+01,6.325547131344920615e+01,6.393813000831655557e+01,6.455824697335654605e+01,6.512671349889497208e+01,6.559308906411052931e+01,6.628766346261693343e+01,6.681516049685392034e+01,6.712099438864467515e+01,6.766160900574018910e+01,6.782012374128062504e+01
6.250110701107018230e+01,6.346935258169187222e+01,6.437649277279075477e+01,6.512451769445182492e+01,6.588590314836888240e+01,6.661980398654424107e+01,6.720866877498730219e+01,6.766371912908905983e+01,6.830151030163131054e+01,6.882135163785056875e+01,6.926945112799521098e+01
6.250110701107018230e+01,6.372236857814293387e+01,6.488211304696756088e+01,6.592498766944044064e+01,6.668198675814740284e+01,6.757706721823699070e+01,6.816973661127984485e+01,6.881437367469682442e+01,6.941717240578813630e+01,6.997927735034983243e+01,7.054904631182319008e+01
6.250110701107018230e+01,6.407441753277699092e+01,6.547199481900638318e+01,6.666047640246955552e+01,6.756744751709452146e+01,6.858315105896620878e+01,6.937684967570302774e+01,7.021192566936878166e+01,7.110507158446473852e+01,7.135358405418081418e+01,7.204284762578474499e+01
6.250110701107018230e+01,6.448294693437055969e+01,6.614029761850829914e+01,6.748208398453924417e+01,6.881233406297083377e+01,6.970570468170583922e+01,7.098177154547950352e+01,7.169878588874900061e+01,7.226281482752149543e+01,7.278648047920658826e+01,7.401935942049361472e+01
6.250110701107018230e+01,6.496931109462151710e+01,6.686571790956394068e+01,6.854002820361424142e+01,6.990488856781445293e+01,7.100814845344417847e+01,7.199719372300870646e+01,7.319112514353662391e+01,7.403604207447759222e+01,7.476019016139362350e+01,7.556335167765416827e+01
6.250110701107018230e+01,6.557740938636941053e+01,6.824570681537815631e+01,6.991486628220252442e+01,7.123515320902725989e+01,7.274555201166040774e+01,7.408861285322237222e+01,7.518497074005564684e+01,7.569190594933878913e+01,7.669983297687623747e+01,7.738185993172572807e+01
6.250110701107018230e+01,6.572349496868270080e+01,6.862343177433020003e+01,7.108836013495903217e+01,7.260526321414830875e+01,7.431063604472086581e+01,7.576562422762526694e+01,7.708373681840043901e+01,7.801301692373226615e+01,7.872377459465661786e+01,7.978537057788062725e+01
6.250110701107018230e+01,6.660043128021884229e+01,6.981234906234604409e+01,7.255177215639649546e+01,7.455945955368592593e+01,7.578828520855167028e+01,7.759109235505351876e+01,7.874396802390074868e+01,8.006333221076690165e+01,8.149308763821071011e+01,8.274061135498226349e+01
6.250110701107018230e+01,6.750930084887441751e+01,7.119076414405333253e+01,7.376932847589763753e+01,7.633919127282383954e+01,7.871913124510732018e+01,7.973202330554110517e+01,8.117959319459851031e+01,8.224228532460406882e+01,8.427574095467676329e+01,8.543142421644469664e+01
6.250110701107018230e+01,6.847707213361593404e+01,7.246203961703106700e+01,7.567114694964548960e+01,7.788828757516563428e+01,8.009188941391558103e+01,8.188104009232641545e+01,8.426252544496321661e+01,8.548645765122827811e+01,8.751479157552167010e+01,8.853577101766470037e+01
6.250110701107018230e+01,6.883037641905673354e+01,7.385705562539823177e+01,7.779313006868467539e+01,8.116549415843434190e+01,8.352809463142610014e+01,8.511497465821953767e+01,8.791312098130595132e+01,8.870332480661306818e+01,9.018403610151746363e+01,9.078701396711969096e+01
6.250110701107018230e+01,7.072442495524555284e+01,7.577236590429559726e+01,7.911451565889923643e+01,8.403930721413473748e+01,8.606113449364474377e+01,8.794790681859660708e+01,9.154838316607009574e+01,9.313427599156344172e+01,9.409061005100524255e+01,9.529651027785614303e+01
6.250110701107018230e+01,7.166795973254451724e+01,7.870601075685833337e+01,8.304509799116327429e+01,8.608014052096535806e+01,9.066977864786386476e+01,9.367858260590166708e+01,9.402965690929724474e+01,9.745696679770280468e+01,9.996521514779105644e+01,1.001805569761975789e+02
